densidad,idx,solucion,tiempo,archivo
0.4,23,16,0.397828,new_3000_dataset/erdos_n3000_p0c0.4_23.graph
0.4,24,18,0.40435,new_3000_dataset/erdos_n3000_p0c0.4_24.graph
0.4,25,16,0.370809,new_3000_dataset/erdos_n3000_p0c0.4_25.graph
0.4,26,17,0.396184,new_3000_dataset/erdos_n3000_p0c0.4_26.graph
0.4,27,16,0.406625,new_3000_dataset/erdos_n3000_p0c0.4_27.graph
0.4,28,17,0.377607,new_3000_dataset/erdos_n3000_p0c0.4_28.graph
0.4,29,17,0.386041,new_3000_dataset/erdos_n3000_p0c0.4_29.graph
0.4,30,18,0.38174,new_3000_dataset/erdos_n3000_p0c0.4_30.graph
0.5,1,14,0.487931,new_3000_dataset/erdos_n3000_p0c0.5_1.graph
0.5,2,13,0.480726,new_3000_dataset/erdos_n3000_p0c0.5_2.graph
0.5,3,14,0.484547,new_3000_dataset/erdos_n3000_p0c0.5_3.graph
0.5,4,13,0.50431,new_3000_dataset/erdos_n3000_p0c0.5_4.graph
0.5,5,14,0.487142,new_3000_dataset/erdos_n3000_p0c0.5_5.graph
0.5,6,14,0.49085,new_3000_dataset/erdos_n3000_p0c0.5_6.graph
0.5,7,13,0.503962,new_3000_dataset/erdos_n3000_p0c0.5_7.graph
0.5,8,15,0.481207,new_3000_dataset/erdos_n3000_p0c0.5_8.graph
0.5,9,13,0.479009,new_3000_dataset/erdos_n3000_p0c0.5_9.graph
0.5,10,13,0.504464,new_3000_dataset/erdos_n3000_p0c0.5_10.graph
0.5,11,14,0.521469,new_3000_dataset/erdos_n3000_p0c0.5_11.graph
0.5,12,14,0.50854,new_3000_dataset/erdos_n3000_p0c0.5_12.graph
0.5,13,13,0.479458,new_3000_dataset/erdos_n3000_p0c0.5_13.graph
0.5,14,12,0.49581,new_3000_dataset/erdos_n3000_p0c0.5_14.graph
0.5,15,13,0.514399,new_3000_dataset/erdos_n3000_p0c0.5_15.graph
0.5,16,14,0.497009,new_3000_dataset/erdos_n3000_p0c0.5_16.graph
0.5,17,14,0.50751,new_3000_dataset/erdos_n3000_p0c0.5_17.graph
0.5,18,13,0.478545,new_3000_dataset/erdos_n3000_p0c0.5_18.graph
0.5,19,13,0.479464,new_3000_dataset/erdos_n3000_p0c0.5_19.graph
0.5,20,12,0.481744,new_3000_dataset/erdos_n3000_p0c0.5_20.graph
0.5,21,12,0.459644,new_3000_dataset/erdos_n3000_p0c0.5_21.graph
0.5,22,14,0.471752,new_3000_dataset/erdos_n3000_p0c0.5_22.graph
0.5,23,13,0.491655,new_3000_dataset/erdos_n3000_p0c0.5_23.graph
0.5,24,13,0.502601,new_3000_dataset/erdos_n3000_p0c0.5_24.graph
0.5,25,12,0.491715,new_3000_dataset/erdos_n3000_p0c0.5_25.graph
0.5,26,13,0.475735,new_3000_dataset/erdos_n3000_p0c0.5_26.graph
0.5,27,14,0.457311,new_3000_dataset/erdos_n3000_p0c0.5_27.graph
0.5,28,12,0.471901,new_3000_dataset/erdos_n3000_p0c0.5_28.graph
0.5,29,14,0.470014,new_3000_dataset/erdos_n3000_p0c0.5_29.graph
0.5,30,12,0.483559,new_3000_dataset/erdos_n3000_p0c0.5_30.graph
0.6,1,11,0.593624,new_3000_dataset/erdos_n3000_p0c0.6_1.graph
0.6,2,10,0.624166,new_3000_dataset/erdos_n3000_p0c0.6_2.graph
0.6,3,10,0.700826,new_3000_dataset/erdos_n3000_p0c0.6_3.graph
0.6,4,10,0.601666,new_3000_dataset/erdos_n3000_p0c0.6_4.graph
0.6,5,10,0.60395,new_3000_dataset/erdos_n3000_p0c0.6_5.graph
0.6,6,10,0.661974,new_3000_dataset/erdos_n3000_p0c0.6_6.graph
0.6,7,10,0.591048,new_3000_dataset/erdos_n3000_p0c0.6_7.graph
0.6,8,11,0.602326,new_3000_dataset/erdos_n3000_p0c0.6_8.graph
0.6,9,11,0.580889,new_3000_dataset/erdos_n3000_p0c0.6_9.graph
0.6,10,10,0.576216,new_3000_dataset/erdos_n3000_p0c0.6_10.graph
0.6,11,12,0.601563,new_3000_dataset/erdos_n3000_p0c0.6_11.graph
0.6,12,10,0.619413,new_3000_dataset/erdos_n3000_p0c0.6_12.graph
0.6,13,10,0.613052,new_3000_dataset/erdos_n3000_p0c0.6_13.graph
0.6,14,12,0.593995,new_3000_dataset/erdos_n3000_p0c0.6_14.graph
0.6,15,11,0.610879,new_3000_dataset/erdos_n3000_p0c0.6_15.graph
0.6,16,9,0.619643,new_3000_dataset/erdos_n3000_p0c0.6_16.graph
0.6,17,9,0.647615,new_3000_dataset/erdos_n3000_p0c0.6_17.graph
0.6,18,11,0.621885,new_3000_dataset/erdos_n3000_p0c0.6_18.graph
0.6,19,11,0.616615,new_3000_dataset/erdos_n3000_p0c0.6_19.graph
0.6,20,10,0.599254,new_3000_dataset/erdos_n3000_p0c0.6_20.graph
0.6,21,10,0.61271,new_3000_dataset/erdos_n3000_p0c0.6_21.graph
0.6,22,9,0.589739,new_3000_dataset/erdos_n3000_p0c0.6_22.graph
0.6,23,10,0.592109,new_3000_dataset/erdos_n3000_p0c0.6_23.graph
0.6,24,10,0.564913,new_3000_dataset/erdos_n3000_p0c0.6_24.graph
0.6,25,10,0.70613,new_3000_dataset/erdos_n3000_p0c0.6_25.graph
0.6,26,10,0.634323,new_3000_dataset/erdos_n3000_p0c0.6_26.graph
0.6,27,10,0.595356,new_3000_dataset/erdos_n3000_p0c0.6_27.graph
0.6,28,11,0.577645,new_3000_dataset/erdos_n3000_p0c0.6_28.graph
0.6,29,9,0.569771,new_3000_dataset/erdos_n3000_p0c0.6_29.graph
0.6,30,11,0.591848,new_3000_dataset/erdos_n3000_p0c0.6_30.graph
0.7,1,9,0.690038,new_3000_dataset/erdos_n3000_p0c0.7_1.graph
0.7,2,8,0.700767,new_3000_dataset/erdos_n3000_p0c0.7_2.graph
0.7,3,8,0.714079,new_3000_dataset/erdos_n3000_p0c0.7_3.graph
