densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,53.733333,2.242741,0.011551,0.003818
0.2,30,29.700000,1.235956,0.018345,0.003465
0.3,30,20.000000,1.017095,0.027864,0.003476
0.4,30,15.033333,1.033352,0.037883,0.004688
0.5,30,11.333333,0.884087,0.045816,0.002976
0.6,30,9.166667,0.874281,0.058394,0.008201
0.7,30,7.233333,0.727932,0.070554,0.006851
0.8,30,5.866667,0.571346,0.077952,0.006183
0.9,30,4.233333,0.504007,0.089087,0.018328
