densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,67.000000,2.067816,0.080034,0.008830
0.2,30,34.700000,1.178836,0.170640,0.007054
0.3,30,22.900000,1.124952,0.278237,0.014966
0.4,30,16.833333,0.985527,0.407256,0.027313
0.5,30,13.233333,0.817200,0.488133,0.015571
0.6,30,10.266667,0.784915,0.610505,0.033204
0.7,30,8.200000,0.610257,0.697739,0.020800
0.8,30,6.500000,0.508548,0.790096,0.044235
0.9,30,4.733333,0.520830,0.826557,0.031211
