densidad,idx,final_best,found_at,archivo
0.1,1,71,2.095081,new_3000_dataset/erdos_n3000_p0c0.1_11.graph
0.1,2,69,0.564582,new_3000_dataset/erdos_n3000_p0c0.1_12.graph
0.1,3,70,0.457290,new_3000_dataset/erdos_n3000_p0c0.1_13.graph
0.1,4,71,3.179722,new_3000_dataset/erdos_n3000_p0c0.1_14.graph
