densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,66.700000,1.878187,0.096030,0.021547
0.2,30,34.666667,1.470007,0.213538,0.050332
0.3,30,23.366667,0.850287,0.339946,0.050881
0.4,30,16.966667,1.159171,0.490378,0.025294
0.5,30,12.866667,1.074255,0.632512,0.080073
0.6,30,10.233333,0.626062,0.808328,0.079448
0.7,30,7.966667,0.850287,0.882052,0.084870
0.8,30,6.500000,0.572351,0.913757,0.081724
0.9,30,4.600000,0.498273,0.959693,0.072004
