densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,70.000000,1.640017,1.555379,2.098782
0.2,30,37.800000,0.961321,1.284276,1.623089
0.3,30,25.300000,0.534983,1.461932,1.883954
0.4,30,18.700000,0.749713,1.657107,2.864168
0.5,30,14.366667,0.614948,0.952113,1.800335
0.6,30,11.600000,0.563242,1.536282,2.611350
0.7,30,9.066667,0.253708,0.256713,0.346736
0.8,30,7.100000,0.305129,0.292203,0.902212
0.9,30,5.533333,0.507416,0.652360,1.256680
