densidad,avg_best,avg_found_at,count
0.1,70,000000,1,133333,30
0.2,37,800000,0,933333,30
0.3,25,300000,1,100000,30
0.4,18,700000,1,366667,30
0.5,14,366667,0,666667,30
0.6,11,600000,1,366667,30
0.7,9,066667,0,066667,30
0.8,7,100000,0,166667,30
0.9,5,533333,0,466667,30
