densidad,idx,final_best,found_at,archivo
0.6,2,11,0.053727,new_2000_dataset/erdos_n2000_p0c0.6_2.graph
0.6,3,11,0.041915,new_2000_dataset/erdos_n2000_p0c0.6_3.graph
0.6,4,11,0.097611,new_2000_dataset/erdos_n2000_p0c0.6_4.graph
0.6,5,10,0.019491,new_2000_dataset/erdos_n2000_p0c0.6_5.graph
0.6,6,11,0.009570,new_2000_dataset/erdos_n2000_p0c0.6_6.graph
0.6,7,12,0.024797,new_2000_dataset/erdos_n2000_p0c0.6_7.graph
0.6,8,11,0.356772,new_2000_dataset/erdos_n2000_p0c0.6_8.graph
0.6,9,11,0.061110,new_2000_dataset/erdos_n2000_p0c0.6_9.graph
0.6,10,11,0.052970,new_2000_dataset/erdos_n2000_p0c0.6_10.graph
0.6,11,11,0.146784,new_2000_dataset/erdos_n2000_p0c0.6_11.graph
0.6,12,11,1.914680,new_2000_dataset/erdos_n2000_p0c0.6_12.graph
0.6,13,11,6.433431,new_2000_dataset/erdos_n2000_p0c0.6_13.graph
0.6,14,11,7.237966,new_2000_dataset/erdos_n2000_p0c0.6_14.graph
0.6,15,11,0.152993,new_2000_dataset/erdos_n2000_p0c0.6_15.graph
0.6,16,11,1.055843,new_2000_dataset/erdos_n2000_p0c0.6_16.graph
0.6,17,11,0.017115,new_2000_dataset/erdos_n2000_p0c0.6_17.graph
0.6,18,11,0.081449,new_2000_dataset/erdos_n2000_p0c0.6_18.graph
0.6,19,11,0.158773,new_2000_dataset/erdos_n2000_p0c0.6_19.graph
0.6,20,11,0.093287,new_2000_dataset/erdos_n2000_p0c0.6_20.graph
0.6,21,11,0.018880,new_2000_dataset/erdos_n2000_p0c0.6_21.graph
0.6,22,11,1.019978,new_2000_dataset/erdos_n2000_p0c0.6_22.graph
0.6,23,12,0.119790,new_2000_dataset/erdos_n2000_p0c0.6_23.graph
0.6,24,11,0.047238,new_2000_dataset/erdos_n2000_p0c0.6_24.graph
0.6,25,11,0.004818,new_2000_dataset/erdos_n2000_p0c0.6_25.graph
0.6,26,11,0.002041,new_2000_dataset/erdos_n2000_p0c0.6_26.graph
0.6,27,12,0.727550,new_2000_dataset/erdos_n2000_p0c0.6_27.graph
0.6,28,11,0.017543,new_2000_dataset/erdos_n2000_p0c0.6_28.graph
0.6,29,11,0.027008,new_2000_dataset/erdos_n2000_p0c0.6_29.graph
0.6,30,11,0.004124,new_2000_dataset/erdos_n2000_p0c0.6_30.graph
0.7,1,9,0.002216,new_2000_dataset/erdos_n2000_p0c0.7_1.graph
0.7,2,9,0.006777,new_2000_dataset/erdos_n2000_p0c0.7_2.graph
0.7,3,9,0.116262,new_2000_dataset/erdos_n2000_p0c0.7_3.graph
0.7,4,9,0.016421,new_2000_dataset/erdos_n2000_p0c0.7_4.graph
0.7,5,9,0.013443,new_2000_dataset/erdos_n2000_p0c0.7_5.graph
0.7,6,9,1.186744,new_2000_dataset/erdos_n2000_p0c0.7_6.graph
0.7,7,9,0.017250,new_2000_dataset/erdos_n2000_p0c0.7_7.graph
0.7,8,9,0.002073,new_2000_dataset/erdos_n2000_p0c0.7_8.graph
0.7,9,9,0.084109,new_2000_dataset/erdos_n2000_p0c0.7_9.graph
0.7,10,9,0.159382,new_2000_dataset/erdos_n2000_p0c0.7_10.graph
0.7,11,9,2.084320,new_2000_dataset/erdos_n2000_p0c0.7_11.graph
0.7,12,9,2.625201,new_2000_dataset/erdos_n2000_p0c0.7_12.graph
0.7,13,9,0.196261,new_2000_dataset/erdos_n2000_p0c0.7_13.graph
0.7,14,9,0.019375,new_2000_dataset/erdos_n2000_p0c0.7_14.graph
0.7,15,9,0.004342,new_2000_dataset/erdos_n2000_p0c0.7_15.graph
0.7,16,9,2.725254,new_2000_dataset/erdos_n2000_p0c0.7_16.graph
0.7,17,9,0.132109,new_2000_dataset/erdos_n2000_p0c0.7_17.graph
0.7,18,9,0.008226,new_2000_dataset/erdos_n2000_p0c0.7_18.graph
0.7,19,8,0.004487,new_2000_dataset/erdos_n2000_p0c0.7_19.graph
0.7,20,9,1.442955,new_2000_dataset/erdos_n2000_p0c0.7_20.graph
0.7,21,9,0.001937,new_2000_dataset/erdos_n2000_p0c0.7_21.graph
0.7,22,9,0.027424,new_2000_dataset/erdos_n2000_p0c0.7_22.graph
0.7,23,9,0.024485,new_2000_dataset/erdos_n2000_p0c0.7_23.graph
0.7,24,9,0.548863,new_2000_dataset/erdos_n2000_p0c0.7_24.graph
0.7,25,9,0.112049,new_2000_dataset/erdos_n2000_p0c0.7_25.graph
0.7,26,9,0.090442,new_2000_dataset/erdos_n2000_p0c0.7_26.graph
0.7,27,9,0.053789,new_2000_dataset/erdos_n2000_p0c0.7_27.graph
0.7,28,9,2.826444,new_2000_dataset/erdos_n2000_p0c0.7_28.graph
0.7,29,9,0.196183,new_2000_dataset/erdos_n2000_p0c0.7_29.graph
0.7,30,9,0.036521,new_2000_dataset/erdos_n2000_p0c0.7_30.graph
0.8,1,7,0.060312,new_2000_dataset/erdos_n2000_p0c0.8_1.graph
0.8,2,7,0.005395,new_2000_dataset/erdos_n2000_p0c0.8_2.graph
0.8,3,7,0.010450,new_2000_dataset/erdos_n2000_p0c0.8_3.graph
0.8,4,7,0.035174,new_2000_dataset/erdos_n2000_p0c0.8_4.graph
0.8,5,7,0.005407,new_2000_dataset/erdos_n2000_p0c0.8_5.graph
0.8,6,7,0.005177,new_2000_dataset/erdos_n2000_p0c0.8_6.graph
0.8,7,7,0.002172,new_2000_dataset/erdos_n2000_p0c0.8_7.graph
0.8,8,7,0.039381,new_2000_dataset/erdos_n2000_p0c0.8_8.graph
0.8,9,7,0.034424,new_2000_dataset/erdos_n2000_p0c0.8_9.graph
0.8,10,7,0.068736,new_2000_dataset/erdos_n2000_p0c0.8_10.graph
0.8,11,7,0.026423,new_2000_dataset/erdos_n2000_p0c0.8_11.graph
0.8,12,7,0.084532,new_2000_dataset/erdos_n2000_p0c0.8_12.graph
0.8,13,7,0.012230,new_2000_dataset/erdos_n2000_p0c0.8_13.graph
0.8,14,7,0.008048,new_2000_dataset/erdos_n2000_p0c0.8_14.graph
0.8,15,7,0.019523,new_2000_dataset/erdos_n2000_p0c0.8_15.graph
0.8,16,7,0.382184,new_2000_dataset/erdos_n2000_p0c0.8_16.graph
0.8,17,7,0.005700,new_2000_dataset/erdos_n2000_p0c0.8_17.graph
0.8,18,7,0.009092,new_2000_dataset/erdos_n2000_p0c0.8_18.graph
0.8,19,7,0.008239,new_2000_dataset/erdos_n2000_p0c0.8_19.graph
0.8,20,7,0.043109,new_2000_dataset/erdos_n2000_p0c0.8_20.graph
0.8,21,7,0.565966,new_2000_dataset/erdos_n2000_p0c0.8_21.graph
0.8,22,7,0.080009,new_2000_dataset/erdos_n2000_p0c0.8_22.graph
0.8,23,7,0.147268,new_2000_dataset/erdos_n2000_p0c0.8_23.graph
0.8,24,8,0.026180,new_2000_dataset/erdos_n2000_p0c0.8_24.graph
0.8,25,7,0.002222,new_2000_dataset/erdos_n2000_p0c0.8_25.graph
0.8,26,7,0.036355,new_2000_dataset/erdos_n2000_p0c0.8_26.graph
0.8,27,7,0.008393,new_2000_dataset/erdos_n2000_p0c0.8_27.graph
0.8,28,8,1.749061,new_2000_dataset/erdos_n2000_p0c0.8_28.graph
0.8,29,7,0.005590,new_2000_dataset/erdos_n2000_p0c0.8_29.graph
0.8,30,7,0.580021,new_2000_dataset/erdos_n2000_p0c0.8_30.graph
0.9,1,5,0.009532,new_2000_dataset/erdos_n2000_p0c0.9_1.graph
0.9,2,5,0.004564,new_2000_dataset/erdos_n2000_p0c0.9_2.graph
0.9,3,5,0.002979,new_2000_dataset/erdos_n2000_p0c0.9_3.graph
0.9,4,6,2.464311,new_2000_dataset/erdos_n2000_p0c0.9_4.graph
0.9,5,5,0.006716,new_2000_dataset/erdos_n2000_p0c0.9_5.graph
0.9,6,5,0.002566,new_2000_dataset/erdos_n2000_p0c0.9_6.graph
0.9,7,6,0.040650,new_2000_dataset/erdos_n2000_p0c0.9_7.graph
0.9,8,5,0.028041,new_2000_dataset/erdos_n2000_p0c0.9_8.graph
0.9,9,5,0.005572,new_2000_dataset/erdos_n2000_p0c0.9_9.graph
0.9,10,6,1.717939,new_2000_dataset/erdos_n2000_p0c0.9_10.graph
0.9,11,5,0.002363,new_2000_dataset/erdos_n2000_p0c0.9_11.graph
0.9,12,5,0.002536,new_2000_dataset/erdos_n2000_p0c0.9_12.graph
0.9,13,5,0.033575,new_2000_dataset/erdos_n2000_p0c0.9_13.graph
0.9,14,5,0.002313,new_2000_dataset/erdos_n2000_p0c0.9_14.graph
0.9,15,5,0.005812,new_2000_dataset/erdos_n2000_p0c0.9_15.graph
0.9,16,5,0.002220,new_2000_dataset/erdos_n2000_p0c0.9_16.graph
0.9,17,6,2.201975,new_2000_dataset/erdos_n2000_p0c0.9_17.graph
0.9,18,5,0.032066,new_2000_dataset/erdos_n2000_p0c0.9_18.graph
0.9,19,5,0.138067,new_2000_dataset/erdos_n2000_p0c0.9_19.graph
0.9,20,5,0.066380,new_2000_dataset/erdos_n2000_p0c0.9_20.graph
0.9,21,6,1.048492,new_2000_dataset/erdos_n2000_p0c0.9_21.graph
0.9,22,5,0.005593,new_2000_dataset/erdos_n2000_p0c0.9_22.graph
0.9,23,5,0.002314,new_2000_dataset/erdos_n2000_p0c0.9_23.graph
0.9,24,5,0.005428,new_2000_dataset/erdos_n2000_p0c0.9_24.graph
0.9,25,5,0.002491,new_2000_dataset/erdos_n2000_p0c0.9_25.graph
0.9,26,5,0.002587,new_2000_dataset/erdos_n2000_p0c0.9_26.graph
0.9,27,5,0.028230,new_2000_dataset/erdos_n2000_p0c0.9_27.graph
0.9,28,5,0.002383,new_2000_dataset/erdos_n2000_p0c0.9_28.graph
0.9,29,5,0.002685,new_2000_dataset/erdos_n2000_p0c0.9_29.graph
0.9,30,6,0.031581,new_2000_dataset/erdos_n2000_p0c0.9_30.graph
