densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,70,700000,1,656301,0,000000,0,000000
0.2,30,37,633333,0,912262,0,000000,0,000000
0.3,30,25,033333,0,982627,0,000000,0,000000
0.4,30,18,266667,0,628932,0,000000,0,000000
0.5,30,14,066667,0,442217,0,000000,0,000000
0.6,30,11,200000,0,541603,0,000000,0,000000
0.7,30,8,866667,0,561743,0,000000,0,000000
0.8,30,6,700000,0,525991,0,000000,0,000000
0.9,30,5,066667,0,249444,0,000000,0,000000
