densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,59.766667,1.501340,1.463229,1.523454
0.2,30,32.766667,1.165106,1.128097,2.085588
0.3,30,22.200000,0.805156,1.452179,2.598523
0.4,30,16.633333,0.490133,0.830615,1.287500
0.5,30,12.900000,0.305129,0.756153,1.911882
0.6,30,10.266667,0.449776,0.226354,0.987804
0.7,30,8.166667,0.379049,0.434264,1.371367
0.8,30,6.633333,0.490133,0.153248,0.304221
0.9,30,4.866667,0.345746,0.012404,0.024517
