densidad,avg_best,avg_found_at,count
0.1,59,766667,1,066667,30
0.2,32,766667,0,833333,30
0.3,22,200000,1,200000,30
0.4,16,633333,0,566667,30
0.5,12,900000,0,633333,30
0.6,10,266667,0,166667,30
0.7,8,166667,0,333333,30
0.8,6,633333,0,033333,30
0.9,4,866667,0,000000,30
