densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,67.233333,1.104328,2.508539,2.428785
0.2,30,35.800000,1.030567,1.627211,2.137304
0.3,30,24.266667,0.868345,1.472801,2.439205
0.4,30,18.100000,0.547723,1.099728,1.851475
0.5,30,14.000000,0.587220,1.423992,2.322616
0.6,30,11.066667,0.365148,0.667555,1.732175
0.7,30,8.966667,0.182574,0.492178,0.897208
0.8,30,7.066667,0.253708,0.135559,0.340585
0.9,30,5.200000,0.406838,0.263399,0.667497
