densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,58.133333,1.676065,0.016748,0.006899
0.2,30,31.733333,1.048261,0.033445,0.012605
0.3,30,21.366667,0.808717,0.035613,0.006367
0.4,30,16.100000,0.803012,0.048801,0.008398
0.5,30,12.433333,0.727932,0.055643,0.007862
0.6,30,9.700000,0.702213,0.063750,0.007842
0.7,30,7.800000,0.610257,0.081025,0.015975
0.8,30,6.066667,0.449776,0.083123,0.010383
0.9,30,4.600000,0.498273,0.084956,0.009140
