densidad,idx,solucion,tiempo,archivo
0.5,10,13,0.062824,new_1000_dataset/erdos_n1000_p0c0.5_10.graph
0.5,11,12,0.056104,new_1000_dataset/erdos_n1000_p0c0.5_11.graph
0.5,12,13,0.0569522,new_1000_dataset/erdos_n1000_p0c0.5_12.graph
0.5,13,12,0.0493941,new_1000_dataset/erdos_n1000_p0c0.5_13.graph
0.5,14,13,0.0520421,new_1000_dataset/erdos_n1000_p0c0.5_14.graph
0.5,15,12,0.0499019,new_1000_dataset/erdos_n1000_p0c0.5_15.graph
0.5,16,11,0.0501418,new_1000_dataset/erdos_n1000_p0c0.5_16.graph
0.5,17,14,0.0557491,new_1000_dataset/erdos_n1000_p0c0.5_17.graph
0.5,18,12,0.0476002,new_1000_dataset/erdos_n1000_p0c0.5_18.graph
0.5,19,13,0.0464336,new_1000_dataset/erdos_n1000_p0c0.5_19.graph
0.5,20,12,0.0603775,new_1000_dataset/erdos_n1000_p0c0.5_20.graph
0.5,21,13,0.0558363,new_1000_dataset/erdos_n1000_p0c0.5_21.graph
0.5,22,12,0.0656296,new_1000_dataset/erdos_n1000_p0c0.5_22.graph
0.5,23,12,0.0793254,new_1000_dataset/erdos_n1000_p0c0.5_23.graph
0.5,24,13,0.0500417,new_1000_dataset/erdos_n1000_p0c0.5_24.graph
0.5,25,12,0.0721101,new_1000_dataset/erdos_n1000_p0c0.5_25.graph
0.5,26,12,0.0519856,new_1000_dataset/erdos_n1000_p0c0.5_26.graph
0.5,27,13,0.0504844,new_1000_dataset/erdos_n1000_p0c0.5_27.graph
0.5,28,13,0.0488324,new_1000_dataset/erdos_n1000_p0c0.5_28.graph
0.5,29,12,0.0585535,new_1000_dataset/erdos_n1000_p0c0.5_29.graph
0.5,30,14,0.0597576,new_1000_dataset/erdos_n1000_p0c0.5_30.graph
0.6,1,10,0.0820958,new_1000_dataset/erdos_n1000_p0c0.6_1.graph
0.6,2,9,0.0564544,new_1000_dataset/erdos_n1000_p0c0.6_2.graph
0.6,3,10,0.0596057,new_1000_dataset/erdos_n1000_p0c0.6_3.graph
0.6,4,9,0.0657928,new_1000_dataset/erdos_n1000_p0c0.6_4.graph
0.6,5,10,0.0745756,new_1000_dataset/erdos_n1000_p0c0.6_5.graph
0.6,6,9,0.058145,new_1000_dataset/erdos_n1000_p0c0.6_6.graph
0.6,7,11,0.0619293,new_1000_dataset/erdos_n1000_p0c0.6_7.graph
0.6,8,9,0.0572691,new_1000_dataset/erdos_n1000_p0c0.6_8.graph
0.6,9,9,0.0586906,new_1000_dataset/erdos_n1000_p0c0.6_9.graph
0.6,10,9,0.0682134,new_1000_dataset/erdos_n1000_p0c0.6_10.graph
0.6,11,11,0.0587281,new_1000_dataset/erdos_n1000_p0c0.6_11.graph
0.6,12,10,0.066933,new_1000_dataset/erdos_n1000_p0c0.6_12.graph
0.6,13,10,0.0583638,new_1000_dataset/erdos_n1000_p0c0.6_13.graph
0.6,14,9,0.0588831,new_1000_dataset/erdos_n1000_p0c0.6_14.graph
0.6,15,9,0.0681194,new_1000_dataset/erdos_n1000_p0c0.6_15.graph
0.6,16,10,0.0594139,new_1000_dataset/erdos_n1000_p0c0.6_16.graph
0.6,17,10,0.0632346,new_1000_dataset/erdos_n1000_p0c0.6_17.graph
0.6,18,10,0.0623771,new_1000_dataset/erdos_n1000_p0c0.6_18.graph
0.6,19,10,0.0771762,new_1000_dataset/erdos_n1000_p0c0.6_19.graph
0.6,20,9,0.0702557,new_1000_dataset/erdos_n1000_p0c0.6_20.graph
0.6,21,9,0.0546925,new_1000_dataset/erdos_n1000_p0c0.6_21.graph
0.6,22,9,0.0553479,new_1000_dataset/erdos_n1000_p0c0.6_22.graph
0.6,23,11,0.063146,new_1000_dataset/erdos_n1000_p0c0.6_23.graph
0.6,24,10,0.0631517,new_1000_dataset/erdos_n1000_p0c0.6_24.graph
0.6,25,10,0.0688782,new_1000_dataset/erdos_n1000_p0c0.6_25.graph
0.6,26,9,0.0583442,new_1000_dataset/erdos_n1000_p0c0.6_26.graph
0.6,27,9,0.0588959,new_1000_dataset/erdos_n1000_p0c0.6_27.graph
0.6,28,10,0.0536888,new_1000_dataset/erdos_n1000_p0c0.6_28.graph
0.6,29,11,0.0848705,new_1000_dataset/erdos_n1000_p0c0.6_29.graph
0.6,30,10,0.0652322,new_1000_dataset/erdos_n1000_p0c0.6_30.graph
0.7,1,8,0.0757412,new_1000_dataset/erdos_n1000_p0c0.7_1.graph
0.7,2,8,0.0839176,new_1000_dataset/erdos_n1000_p0c0.7_2.graph
0.7,3,7,0.0753914,new_1000_dataset/erdos_n1000_p0c0.7_3.graph
0.7,4,8,0.0756312,new_1000_dataset/erdos_n1000_p0c0.7_4.graph
0.7,5,8,0.0983927,new_1000_dataset/erdos_n1000_p0c0.7_5.graph
0.7,6,8,0.0660679,new_1000_dataset/erdos_n1000_p0c0.7_6.graph
0.7,7,7,0.0730706,new_1000_dataset/erdos_n1000_p0c0.7_7.graph
0.7,8,8,0.0924365,new_1000_dataset/erdos_n1000_p0c0.7_8.graph
0.7,9,7,0.08792,new_1000_dataset/erdos_n1000_p0c0.7_9.graph
0.7,10,7,0.0945683,new_1000_dataset/erdos_n1000_p0c0.7_10.graph
0.7,11,8,0.0736501,new_1000_dataset/erdos_n1000_p0c0.7_11.graph
0.7,12,7,0.0744309,new_1000_dataset/erdos_n1000_p0c0.7_12.graph
0.7,13,8,0.070707,new_1000_dataset/erdos_n1000_p0c0.7_13.graph
0.7,14,8,0.142986,new_1000_dataset/erdos_n1000_p0c0.7_14.graph
0.7,15,8,0.0965726,new_1000_dataset/erdos_n1000_p0c0.7_15.graph
0.7,16,8,0.0989273,new_1000_dataset/erdos_n1000_p0c0.7_16.graph
0.7,17,7,0.0684039,new_1000_dataset/erdos_n1000_p0c0.7_17.graph
0.7,18,7,0.0770348,new_1000_dataset/erdos_n1000_p0c0.7_18.graph
0.7,19,8,0.0877915,new_1000_dataset/erdos_n1000_p0c0.7_19.graph
