densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,70.700000,1.684616,0.090039,0.008251
0.2,30,37.633333,0.927857,0.185386,0.017083
0.3,30,25.033333,0.999425,0.309448,0.031049
0.4,30,18.266667,0.639684,0.393193,0.043962
0.5,30,14.066667,0.449776,0.475623,0.014754
0.6,30,11.200000,0.550861,0.567910,0.015476
0.7,30,8.866667,0.571346,0.649246,0.022508
0.8,30,6.700000,0.534983,0.724903,0.027070
0.9,30,5.066667,0.253708,0.800176,0.020735
