densidad,avg_best,avg_found_at,count
0.1,67,233333,2,166667,30
0.2,35,800000,1,300000,30
0.3,24,266667,1,166667,30
0.4,18,100000,0,866667,30
0.5,14,000000,1,133333,30
0.6,11,066667,0,533333,30
0.7,8,966667,0,333333,30
0.8,7,066667,0,033333,30
0.9,5,200000,0,200000,30
