densidad,count,mean_best,std_best,mean_time,std_time
0.1,30,59.766667,1.501340,1.416318,1.469174
0.2,30,32.866667,1.224276,1.443385,2.414556
0.3,30,22.200000,0.805156,1.216700,2.039402
0.4,30,16.666667,0.479463,1.509947,2.402194
0.5,30,12.900000,0.305129,0.925061,2.234560
0.6,30,10.266667,0.449776,0.273168,1.197718
0.7,30,8.166667,0.379049,0.464841,1.407554
0.8,30,6.633333,0.490133,0.165226,0.335615
0.9,30,4.866667,0.345746,0.011458,0.026515
