densidad,avg_best,avg_found_at,count
0.1,59,766667,0,933333,30
0.2,32,866667,1,133333,30
0.3,22,200000,0,966667,30
0.4,16,666667,1,266667,30
0.5,12,900000,0,733333,30
0.6,10,266667,0,200000,30
0.7,8,166667,0,366667,30
0.8,6,633333,0,033333,30
0.9,4,866667,0,000000,30
